Source_Name,Region,Asset_Type,trade_dt,Trade_Count
Source_7,Region_3,Asset_Type_1,2022-02-13,92
Source_10,Region_2,Asset_Type_3,2022-04-08,14
Source_10,Region_5,Asset_Type_1,2023-01-06,75
Source_4,Region_2,Asset_Type_2,2022-05-27,2
Source_7,Region_1,Asset_Type_2,2022-12-04,60
Source_5,Region_1,Asset_Type_3,2022-12-27,14
Source_4,Region_1,Asset_Type_2,2023-06-03,35
Source_4,Region_2,Asset_Type_3,2021-12-15,61
Source_2,Region_1,Asset_Type_2,2023-02-06,36
Source_9,Region_1,Asset_Type_1,2022-06-09,10
Source_2,Region_4,Asset_Type_2,2023-03-26,96
Source_3,Region_3,Asset_Type_2,2021-12-20,46
Source_3,Region_2,Asset_Type_3,2023-05-12,31
Source_1,Region_2,Asset_Type_2,2023-01-19,79
Source_2,Region_4,Asset_Type_1,2022-01-28,77
Source_6,Region_3,Asset_Type_1,2023-04-22,33
Source_2,Region_1,Asset_Type_2,2021-10-16,31
Source_7,Region_1,Asset_Type_2,2023-04-03,35
Source_7,Region_5,Asset_Type_3,2021-12-23,88
Source_8,Region_2,Asset_Type_2,2022-01-01,73
Source_1,Region_1,Asset_Type_1,2023-07-07,40
Source_7,Region_5,Asset_Type_1,2022-11-19,20
Source_3,Region_4,Asset_Type_3,2022-09-20,62
Source_7,Region_3,Asset_Type_2,2022-05-20,28
Source_9,Region_5,Asset_Type_3,2023-04-25,19
Source_4,Region_4,Asset_Type_3,2023-02-13,26
Source_6,Region_2,Asset_Type_1,2023-05-03,46
Source_4,Region_4,Asset_Type_3,2023-08-14,90
Source_10,Region_4,Asset_Type_1,2022-02-08,33
Source_10,Region_5,Asset_Type_3,2022-06-25,5
Source_3,Region_4,Asset_Type_2,2022-12-22,52
Source_6,Region_1,Asset_Type_3,2022-03-02,55
Source_7,Region_4,Asset_Type_2,2021-12-24,30
Source_9,Region_3,Asset_Type_2,2023-07-11,3
Source_3,Region_1,Asset_Type_3,2022-06-24,52
Source_2,Region_1,Asset_Type_3,2023-06-09,89
Source_10,Region_1,Asset_Type_1,2023-07-29,36
Source_10,Region_5,Asset_Type_2,2023-01-22,9
Source_5,Region_2,Asset_Type_3,2022-08-01,78
Source_4,Region_3,Asset_Type_2,2021-11-20,88
Source_4,Region_4,Asset_Type_2,2022-11-23,67
Source_3,Region_5,Asset_Type_2,2023-05-30,19
Source_6,Region_5,Asset_Type_1,2023-07-25,21
Source_9,Region_5,Asset_Type_1,2022-07-01,38
Source_10,Region_4,Asset_Type_1,2022-08-12,46
Source_7,Region_4,Asset_Type_2,2023-10-03,6
Source_7,Region_3,Asset_Type_1,2023-09-08,27
Source_3,Region_1,Asset_Type_2,2021-10-16,41
Source_3,Region_4,Asset_Type_3,2023-08-18,66
Source_3,Region_2,Asset_Type_2,2022-03-27,53
Source_8,Region_5,Asset_Type_2,2022-05-24,78
Source_4,Region_3,Asset_Type_1,2022-04-28,56
Source_7,Region_5,Asset_Type_3,2022-02-15,19
Source_10,Region_3,Asset_Type_1,2023-04-24,13
Source_8,Region_2,Asset_Type_1,2022-09-28,33
Source_4,Region_2,Asset_Type_3,2022-08-17,63
Source_3,Region_2,Asset_Type_3,2023-03-24,77
Source_2,Region_4,Asset_Type_3,2023-04-09,88
Source_3,Region_5,Asset_Type_3,2023-09-16,85
Source_10,Region_1,Asset_Type_2,2023-02-28,13
Source_9,Region_2,Asset_Type_1,2022-10-03,67
Source_6,Region_1,Asset_Type_1,2023-02-15,48
Source_4,Region_1,Asset_Type_1,2023-01-21,51
Source_4,Region_2,Asset_Type_1,2023-09-14,65
Source_7,Region_4,Asset_Type_3,2023-08-04,92
Source_8,Region_2,Asset_Type_1,2023-01-14,3
Source_1,Region_3,Asset_Type_2,2022-09-19,89
Source_9,Region_3,Asset_Type_3,2023-02-16,8
Source_3,Region_2,Asset_Type_1,2022-04-26,92
Source_9,Region_4,Asset_Type_1,2023-07-18,4
Source_9,Region_5,Asset_Type_1,2023-01-02,38
Source_2,Region_1,Asset_Type_2,2022-05-14,60
Source_5,Region_5,Asset_Type_3,2022-10-14,71
Source_7,Region_3,Asset_Type_3,2022-08-16,58
Source_7,Region_4,Asset_Type_3,2022-05-19,1
Source_4,Region_1,Asset_Type_2,2022-12-27,78
Source_7,Region_5,Asset_Type_2,2023-06-18,81
Source_1,Region_5,Asset_Type_3,2022-05-20,45
Source_3,Region_3,Asset_Type_3,2023-05-27,72
Source_10,Region_1,Asset_Type_3,2022-05-14,79
Source_5,Region_5,Asset_Type_1,2022-08-29,72
Source_6,Region_1,Asset_Type_2,2023-07-21,68
Source_8,Region_3,Asset_Type_1,2022-03-18,72
Source_6,Region_3,Asset_Type_2,2022-08-16,72
Source_6,Region_4,Asset_Type_1,2023-01-28,85
Source_9,Region_1,Asset_Type_1,2023-09-17,90
Source_5,Region_2,Asset_Type_1,2023-02-01,68
Source_7,Region_1,Asset_Type_2,2021-11-19,38
Source_1,Region_3,Asset_Type_3,2022-03-12,96
Source_7,Region_4,Asset_Type_2,2023-01-12,23
Source_3,Region_3,Asset_Type_1,2023-03-04,9
Source_5,Region_5,Asset_Type_1,2022-11-04,44
Source_6,Region_2,Asset_Type_1,2022-02-12,100
Source_9,Region_5,Asset_Type_3,2022-10-19,14
Source_1,Region_4,Asset_Type_3,2023-03-10,16
Source_8,Region_5,Asset_Type_1,2022-07-12,6
Source_6,Region_1,Asset_Type_2,2022-01-07,11
Source_1,Region_3,Asset_Type_3,2022-06-07,7
Source_7,Region_5,Asset_Type_1,2022-02-15,58
Source_7,Region_3,Asset_Type_1,2022-12-08,40
Source_7,Region_5,Asset_Type_1,2023-06-17,98
Source_8,Region_3,Asset_Type_1,2022-06-04,64
Source_6,Region_2,Asset_Type_2,2022-02-21,9
Source_4,Region_1,Asset_Type_2,2023-07-09,64
Source_8,Region_4,Asset_Type_3,2022-01-25,99
Source_10,Region_2,Asset_Type_2,2023-01-12,43
Source_3,Region_2,Asset_Type_1,2023-03-24,97
Source_6,Region_3,Asset_Type_1,2022-05-24,48
Source_9,Region_3,Asset_Type_3,2022-11-10,63
Source_4,Region_1,Asset_Type_2,2022-05-11,68
Source_5,Region_1,Asset_Type_1,2023-02-13,12
Source_4,Region_5,Asset_Type_1,2022-11-13,65
Source_9,Region_2,Asset_Type_3,2022-04-07,41
Source_9,Region_2,Asset_Type_2,2021-12-24,8
Source_7,Region_3,Asset_Type_3,2022-07-16,19
Source_10,Region_5,Asset_Type_3,2022-08-12,35
Source_9,Region_4,Asset_Type_2,2022-12-28,43
Source_1,Region_4,Asset_Type_3,2022-09-08,23
Source_5,Region_2,Asset_Type_3,2023-07-01,60
Source_3,Region_4,Asset_Type_2,2023-04-12,75
Source_5,Region_2,Asset_Type_1,2022-10-26,1
Source_4,Region_1,Asset_Type_3,2023-05-30,94
Source_6,Region_1,Asset_Type_1,2023-07-27,51
Source_5,Region_5,Asset_Type_2,2023-01-06,77
Source_10,Region_2,Asset_Type_1,2022-03-04,89
Source_6,Region_4,Asset_Type_1,2023-01-29,70
Source_10,Region_4,Asset_Type_1,2021-10-22,13
Source_10,Region_5,Asset_Type_1,2023-07-09,51
Source_9,Region_4,Asset_Type_2,2023-04-27,47
Source_8,Region_3,Asset_Type_2,2022-08-10,60
Source_6,Region_2,Asset_Type_3,2022-12-10,28
Source_2,Region_1,Asset_Type_3,2023-04-10,28
Source_5,Region_1,Asset_Type_1,2021-10-12,52
Source_8,Region_4,Asset_Type_3,2023-05-22,39
Source_8,Region_1,Asset_Type_3,2022-11-18,23
Source_1,Region_5,Asset_Type_3,2023-07-03,96
Source_2,Region_2,Asset_Type_3,2023-06-25,24
Source_5,Region_3,Asset_Type_3,2021-10-15,21
Source_6,Region_2,Asset_Type_1,2023-04-04,33
Source_8,Region_3,Asset_Type_3,2023-03-06,58
Source_6,Region_5,Asset_Type_2,2023-01-29,83
Source_2,Region_4,Asset_Type_3,2022-09-13,88
Source_2,Region_5,Asset_Type_3,2023-06-26,24
Source_9,Region_4,Asset_Type_1,2022-12-08,68
Source_6,Region_1,Asset_Type_1,2021-11-04,58
Source_3,Region_2,Asset_Type_3,2023-03-04,61
Source_7,Region_2,Asset_Type_2,2022-06-15,29
Source_5,Region_5,Asset_Type_3,2021-12-09,72
Source_10,Region_1,Asset_Type_1,2023-02-22,62
Source_9,Region_2,Asset_Type_1,2021-12-24,29
Source_8,Region_4,Asset_Type_1,2023-04-30,37
Source_4,Region_5,Asset_Type_2,2023-08-25,78
Source_7,Region_3,Asset_Type_2,2023-03-11,35
Source_6,Region_3,Asset_Type_1,2023-08-11,79
Source_7,Region_2,Asset_Type_3,2023-01-10,94
Source_4,Region_4,Asset_Type_2,2022-06-25,64
Source_1,Region_4,Asset_Type_3,2021-12-14,58
Source_7,Region_2,Asset_Type_3,2022-08-12,86
Source_9,Region_3,Asset_Type_3,2021-10-20,83
Source_7,Region_2,Asset_Type_3,2022-02-06,32
Source_3,Region_3,Asset_Type_3,2023-05-24,39
Source_8,Region_2,Asset_Type_1,2023-08-26,24
Source_6,Region_4,Asset_Type_1,2023-04-22,42
Source_7,Region_4,Asset_Type_2,2023-01-05,8
Source_10,Region_3,Asset_Type_2,2022-07-03,21
Source_1,Region_5,Asset_Type_2,2022-07-29,74
Source_7,Region_5,Asset_Type_1,2023-02-16,43
Source_9,Region_5,Asset_Type_3,2022-01-09,24
Source_3,Region_4,Asset_Type_2,2022-09-29,7
Source_7,Region_2,Asset_Type_1,2021-10-11,93
Source_9,Region_2,Asset_Type_1,2022-11-29,6
Source_3,Region_2,Asset_Type_1,2022-10-26,75
Source_6,Region_1,Asset_Type_2,2022-01-15,25
Source_2,Region_2,Asset_Type_1,2022-11-14,3
Source_4,Region_4,Asset_Type_2,2022-10-14,86
Source_3,Region_5,Asset_Type_2,2023-01-26,67
Source_6,Region_4,Asset_Type_1,2023-09-30,47
Source_5,Region_2,Asset_Type_2,2023-04-22,16
Source_5,Region_5,Asset_Type_1,2021-11-29,60
Source_4,Region_5,Asset_Type_3,2022-03-18,75
Source_10,Region_4,Asset_Type_3,2022-08-04,77
Source_3,Region_4,Asset_Type_1,2022-12-07,72
Source_8,Region_5,Asset_Type_3,2023-03-19,94
Source_9,Region_3,Asset_Type_1,2023-09-09,12
Source_6,Region_5,Asset_Type_3,2022-06-27,37
Source_9,Region_4,Asset_Type_2,2023-09-07,28
Source_6,Region_3,Asset_Type_1,2022-05-06,2
Source_8,Region_2,Asset_Type_2,2023-02-04,20
Source_3,Region_2,Asset_Type_2,2023-04-29,72
Source_6,Region_3,Asset_Type_1,2022-08-17,90
Source_2,Region_1,Asset_Type_1,2021-12-08,22
Source_8,Region_1,Asset_Type_2,2022-05-26,10
Source_4,Region_3,Asset_Type_3,2022-07-07,96
Source_9,Region_5,Asset_Type_2,2023-01-17,22
Source_4,Region_5,Asset_Type_3,2023-03-27,16
Source_9,Region_2,Asset_Type_3,2023-04-27,97
Source_7,Region_3,Asset_Type_1,2022-06-06,94
Source_3,Region_1,Asset_Type_2,2022-02-12,28
Source_2,Region_2,Asset_Type_2,2023-07-09,52
Source_5,Region_1,Asset_Type_2,2023-07-25,56
Source_4,Region_3,Asset_Type_2,2023-06-17,88
Source_7,Region_2,Asset_Type_1,2022-12-06,99
Source_9,Region_1,Asset_Type_3,2023-09-17,58
Source_8,Region_3,Asset_Type_3,2022-04-10,43
Source_1,Region_1,Asset_Type_3,2022-11-30,52
Source_4,Region_1,Asset_Type_1,2022-03-09,76
Source_10,Region_5,Asset_Type_1,2022-03-24,36
Source_6,Region_2,Asset_Type_1,2023-07-13,86
Source_3,Region_4,Asset_Type_3,2023-08-23,50
Source_5,Region_4,Asset_Type_3,2022-05-06,27
Source_5,Region_1,Asset_Type_3,2022-07-24,49
Source_3,Region_5,Asset_Type_2,2021-12-19,21
Source_6,Region_3,Asset_Type_2,2023-06-23,4
Source_6,Region_4,Asset_Type_2,2022-05-29,38
Source_4,Region_1,Asset_Type_3,2023-08-05,21
Source_7,Region_5,Asset_Type_2,2021-12-03,58
Source_1,Region_4,Asset_Type_2,2023-09-17,47
Source_10,Region_3,Asset_Type_2,2022-11-20,36
Source_1,Region_4,Asset_Type_1,2022-12-23,98
Source_6,Region_3,Asset_Type_3,2022-02-02,8
Source_1,Region_2,Asset_Type_1,2021-12-28,88
Source_3,Region_5,Asset_Type_3,2022-03-12,45
Source_10,Region_3,Asset_Type_2,2023-01-02,7
Source_5,Region_4,Asset_Type_3,2022-05-06,6
Source_7,Region_4,Asset_Type_2,2022-08-18,2
Source_5,Region_3,Asset_Type_1,2022-08-04,44
Source_2,Region_5,Asset_Type_3,2023-07-04,90
Source_10,Region_3,Asset_Type_3,2021-10-16,93
Source_5,Region_2,Asset_Type_3,2022-06-12,77
Source_10,Region_5,Asset_Type_3,2022-05-19,62
Source_5,Region_3,Asset_Type_3,2022-06-09,92
Source_1,Region_3,Asset_Type_2,2022-05-14,8
Source_8,Region_5,Asset_Type_3,2022-01-05,15
Source_2,Region_2,Asset_Type_1,2023-09-29,16
Source_6,Region_4,Asset_Type_1,2022-07-18,88
Source_1,Region_2,Asset_Type_2,2022-10-07,69
Source_2,Region_5,Asset_Type_2,2023-01-17,32
Source_4,Region_1,Asset_Type_2,2023-02-01,47
Source_6,Region_5,Asset_Type_1,2021-11-06,72
Source_10,Region_5,Asset_Type_1,2023-06-12,25
Source_1,Region_2,Asset_Type_2,2023-04-09,92
Source_1,Region_2,Asset_Type_3,2023-04-04,37
Source_6,Region_1,Asset_Type_3,2022-02-20,3
Source_7,Region_4,Asset_Type_1,2022-02-16,53
Source_10,Region_1,Asset_Type_1,2022-07-16,2
Source_9,Region_5,Asset_Type_2,2022-11-05,89
Source_3,Region_4,Asset_Type_3,2022-04-04,30
Source_1,Region_2,Asset_Type_1,2022-02-26,84
Source_10,Region_1,Asset_Type_1,2021-11-25,75
Source_4,Region_5,Asset_Type_3,2023-02-01,60
Source_7,Region_3,Asset_Type_3,2023-04-09,68
Source_9,Region_3,Asset_Type_2,2022-06-01,88
Source_8,Region_3,Asset_Type_2,2022-06-03,34
Source_8,Region_5,Asset_Type_3,2023-04-02,66
Source_9,Region_5,Asset_Type_3,2022-03-04,43
Source_6,Region_5,Asset_Type_2,2022-12-06,9
Source_10,Region_2,Asset_Type_2,2023-07-11,71
Source_9,Region_5,Asset_Type_3,2022-07-01,28
Source_5,Region_4,Asset_Type_3,2023-06-05,64
Source_4,Region_5,Asset_Type_2,2023-04-05,9
Source_1,Region_5,Asset_Type_1,2022-01-25,96
Source_3,Region_3,Asset_Type_2,2023-02-25,5
Source_3,Region_5,Asset_Type_3,2021-11-20,4
Source_3,Region_3,Asset_Type_2,2023-01-16,86
Source_8,Region_3,Asset_Type_3,2021-12-27,50
Source_5,Region_4,Asset_Type_1,2021-10-21,99
Source_1,Region_4,Asset_Type_1,2023-09-01,53
Source_7,Region_5,Asset_Type_3,2021-12-30,86
Source_7,Region_4,Asset_Type_3,2022-12-06,9
Source_4,Region_3,Asset_Type_1,2023-08-11,36
Source_10,Region_1,Asset_Type_1,2022-04-23,51
Source_2,Region_4,Asset_Type_1,2023-08-06,77
Source_7,Region_1,Asset_Type_3,2023-03-24,40
Source_6,Region_4,Asset_Type_1,2022-09-30,33
Source_4,Region_4,Asset_Type_1,2022-10-26,13
Source_10,Region_1,Asset_Type_1,2023-07-11,95
Source_3,Region_1,Asset_Type_3,2023-06-05,35
Source_4,Region_1,Asset_Type_1,2021-12-09,19
Source_4,Region_2,Asset_Type_3,2021-10-25,66
Source_7,Region_5,Asset_Type_1,2021-12-22,77
Source_3,Region_3,Asset_Type_3,2021-11-13,43
Source_9,Region_5,Asset_Type_3,2022-06-13,43
Source_10,Region_3,Asset_Type_2,2022-01-27,72
Source_6,Region_5,Asset_Type_3,2023-01-16,85
Source_8,Region_4,Asset_Type_2,2023-10-03,100
Source_8,Region_5,Asset_Type_3,2021-12-07,74
Source_1,Region_4,Asset_Type_2,2023-08-12,87
Source_1,Region_5,Asset_Type_3,2022-03-03,63
Source_6,Region_4,Asset_Type_1,2022-12-14,57
Source_5,Region_2,Asset_Type_1,2022-11-21,8
Source_7,Region_3,Asset_Type_2,2023-07-08,44
Source_2,Region_2,Asset_Type_2,2022-11-24,43
Source_4,Region_3,Asset_Type_3,2022-11-02,56
Source_3,Region_4,Asset_Type_3,2021-12-03,89
Source_7,Region_3,Asset_Type_3,2023-01-11,9
Source_4,Region_2,Asset_Type_3,2023-04-29,64
Source_5,Region_5,Asset_Type_1,2023-09-27,65
Source_2,Region_5,Asset_Type_2,2022-10-25,45
Source_9,Region_1,Asset_Type_3,2023-06-22,59
Source_10,Region_1,Asset_Type_2,2021-11-14,86
Source_7,Region_2,Asset_Type_2,2021-10-28,91
Source_7,Region_2,Asset_Type_2,2022-04-16,56
Source_9,Region_1,Asset_Type_2,2021-10-25,32
Source_1,Region_1,Asset_Type_2,2023-08-29,79
Source_10,Region_5,Asset_Type_1,2022-12-22,92
Source_6,Region_1,Asset_Type_3,2022-04-27,69
Source_9,Region_1,Asset_Type_3,2021-10-12,61
Source_9,Region_4,Asset_Type_3,2022-03-16,47
Source_4,Region_3,Asset_Type_1,2022-08-20,82
Source_9,Region_5,Asset_Type_2,2021-11-07,68
Source_7,Region_2,Asset_Type_3,2023-09-16,4
Source_4,Region_5,Asset_Type_1,2023-03-27,55
Source_9,Region_3,Asset_Type_2,2023-09-23,49
Source_8,Region_5,Asset_Type_1,2022-09-04,3
Source_6,Region_5,Asset_Type_2,2023-02-07,99
Source_8,Region_4,Asset_Type_2,2022-05-08,93
Source_6,Region_2,Asset_Type_3,2022-03-04,75
Source_3,Region_4,Asset_Type_3,2022-07-09,53
Source_5,Region_3,Asset_Type_2,2023-06-28,76
Source_2,Region_2,Asset_Type_2,2022-11-21,37
Source_10,Region_3,Asset_Type_3,2022-05-06,32
Source_4,Region_4,Asset_Type_2,2022-02-06,80
Source_10,Region_4,Asset_Type_1,2022-02-25,62
Source_2,Region_3,Asset_Type_1,2022-01-03,34
Source_2,Region_2,Asset_Type_1,2022-11-16,55
Source_8,Region_5,Asset_Type_2,2021-11-02,6
Source_1,Region_1,Asset_Type_1,2023-06-24,14
Source_8,Region_5,Asset_Type_3,2022-01-04,40
Source_7,Region_2,Asset_Type_1,2023-04-05,29
Source_1,Region_5,Asset_Type_1,2023-06-06,95
Source_7,Region_3,Asset_Type_3,2023-06-16,96
Source_9,Region_3,Asset_Type_3,2021-12-25,8
Source_9,Region_1,Asset_Type_3,2021-11-04,96
Source_2,Region_5,Asset_Type_2,2022-08-31,4
Source_2,Region_3,Asset_Type_1,2021-12-07,34
Source_2,Region_3,Asset_Type_1,2023-07-23,3
Source_8,Region_1,Asset_Type_1,2023-07-28,55
Source_5,Region_2,Asset_Type_3,2023-07-23,100
Source_6,Region_3,Asset_Type_1,2022-11-24,38
Source_3,Region_2,Asset_Type_2,2022-05-23,43
Source_6,Region_4,Asset_Type_1,2022-03-26,30
Source_7,Region_4,Asset_Type_1,2023-02-21,1
Source_6,Region_4,Asset_Type_1,2021-12-26,50
Source_1,Region_4,Asset_Type_1,2022-07-07,90
Source_5,Region_4,Asset_Type_3,2021-10-12,25
Source_1,Region_1,Asset_Type_1,2022-11-28,88
Source_6,Region_1,Asset_Type_2,2022-07-16,14
Source_9,Region_2,Asset_Type_3,2023-01-09,62
Source_3,Region_1,Asset_Type_2,2023-02-22,59
Source_5,Region_3,Asset_Type_2,2022-01-12,74
Source_2,Region_5,Asset_Type_3,2023-04-06,77
Source_7,Region_1,Asset_Type_2,2022-03-09,44
Source_4,Region_4,Asset_Type_1,2022-02-17,52
Source_8,Region_3,Asset_Type_3,2023-03-16,47
Source_7,Region_3,Asset_Type_3,2023-08-18,50
Source_9,Region_3,Asset_Type_3,2022-04-17,20
Source_6,Region_4,Asset_Type_2,2023-09-02,26
Source_7,Region_3,Asset_Type_2,2022-08-22,70
Source_1,Region_3,Asset_Type_1,2023-05-14,65
Source_8,Region_4,Asset_Type_1,2023-06-17,61
Source_2,Region_5,Asset_Type_1,2022-11-07,75
Source_4,Region_1,Asset_Type_1,2022-12-18,89
Source_4,Region_5,Asset_Type_2,2023-02-05,72
Source_3,Region_3,Asset_Type_1,2022-01-04,60
Source_7,Region_2,Asset_Type_2,2022-03-24,43
Source_8,Region_3,Asset_Type_1,2022-11-26,48
Source_6,Region_3,Asset_Type_3,2022-10-29,66
Source_4,Region_2,Asset_Type_3,2022-03-08,58
Source_4,Region_1,Asset_Type_2,2021-12-27,79
Source_8,Region_3,Asset_Type_1,2023-05-14,7
Source_10,Region_1,Asset_Type_1,2022-09-01,59
Source_6,Region_1,Asset_Type_1,2023-05-30,97
Source_10,Region_5,Asset_Type_2,2023-09-22,43
Source_10,Region_3,Asset_Type_1,2022-10-20,20
Source_2,Region_5,Asset_Type_1,2023-04-06,57
Source_5,Region_2,Asset_Type_1,2022-07-08,70
Source_10,Region_4,Asset_Type_1,2021-12-13,50
Source_1,Region_5,Asset_Type_3,2022-10-27,19
Source_6,Region_3,Asset_Type_2,2023-09-28,22
Source_9,Region_4,Asset_Type_2,2022-06-23,85
Source_1,Region_5,Asset_Type_2,2022-03-05,80
Source_6,Region_2,Asset_Type_1,2023-01-19,76
Source_2,Region_3,Asset_Type_3,2021-11-20,98
Source_9,Region_3,Asset_Type_1,2021-11-13,99
Source_4,Region_4,Asset_Type_3,2022-03-16,80
Source_4,Region_1,Asset_Type_3,2021-11-07,11
Source_7,Region_1,Asset_Type_3,2023-06-01,57
Source_6,Region_2,Asset_Type_2,2022-03-06,38
Source_1,Region_1,Asset_Type_2,2023-08-24,53
Source_8,Region_1,Asset_Type_1,2022-05-08,31
Source_10,Region_4,Asset_Type_3,2023-03-14,6
Source_4,Region_1,Asset_Type_1,2022-09-18,35
Source_5,Region_4,Asset_Type_1,2022-12-29,92
Source_2,Region_4,Asset_Type_3,2022-03-09,17
Source_2,Region_1,Asset_Type_1,2022-01-09,32
Source_8,Region_1,Asset_Type_2,2022-05-05,46
Source_6,Region_5,Asset_Type_3,2023-03-16,36
Source_3,Region_3,Asset_Type_3,2022-01-16,46
Source_2,Region_4,Asset_Type_2,2022-11-03,16
Source_7,Region_4,Asset_Type_1,2022-01-20,21
Source_9,Region_1,Asset_Type_1,2022-04-23,13
Source_8,Region_5,Asset_Type_3,2023-07-07,24
Source_4,Region_4,Asset_Type_1,2021-11-12,59
Source_4,Region_3,Asset_Type_3,2022-12-23,16
Source_3,Region_1,Asset_Type_3,2023-04-28,30
Source_6,Region_3,Asset_Type_2,2023-09-01,36
Source_9,Region_3,Asset_Type_2,2021-10-08,61
Source_6,Region_4,Asset_Type_2,2021-12-07,44
Source_1,Region_3,Asset_Type_1,2021-11-13,54
Source_6,Region_3,Asset_Type_3,2023-06-29,22
Source_8,Region_4,Asset_Type_3,2022-07-22,40
Source_10,Region_3,Asset_Type_3,2022-04-03,55
Source_9,Region_3,Asset_Type_1,2023-02-27,15
Source_3,Region_3,Asset_Type_2,2022-11-26,24
Source_6,Region_3,Asset_Type_3,2022-02-22,59
Source_5,Region_3,Asset_Type_3,2022-02-17,99
Source_9,Region_5,Asset_Type_1,2023-08-27,44
Source_4,Region_5,Asset_Type_3,2022-08-09,76
Source_5,Region_5,Asset_Type_2,2022-11-30,89
Source_3,Region_4,Asset_Type_2,2023-10-01,41
Source_5,Region_3,Asset_Type_3,2022-10-21,85
Source_2,Region_5,Asset_Type_3,2022-01-07,11
Source_3,Region_1,Asset_Type_2,2023-05-11,50
Source_1,Region_1,Asset_Type_3,2023-05-25,27
Source_3,Region_1,Asset_Type_1,2022-03-26,66
Source_10,Region_5,Asset_Type_1,2022-03-14,23
Source_5,Region_4,Asset_Type_3,2022-11-08,2
Source_5,Region_4,Asset_Type_2,2023-06-23,43
Source_6,Region_1,Asset_Type_2,2022-11-20,61
Source_6,Region_3,Asset_Type_2,2022-10-20,23
Source_8,Region_1,Asset_Type_1,2023-08-17,13
Source_10,Region_3,Asset_Type_3,2023-06-05,70
Source_7,Region_2,Asset_Type_3,2022-11-13,50
Source_2,Region_1,Asset_Type_2,2022-05-20,69
Source_8,Region_3,Asset_Type_2,2022-04-25,66
Source_5,Region_1,Asset_Type_1,2023-04-18,13
Source_1,Region_5,Asset_Type_1,2023-01-29,71
Source_9,Region_1,Asset_Type_3,2023-02-16,91
Source_10,Region_2,Asset_Type_1,2023-09-13,67
Source_3,Region_3,Asset_Type_1,2023-08-03,55
Source_8,Region_3,Asset_Type_2,2022-01-25,70
Source_9,Region_2,Asset_Type_3,2023-05-10,3
Source_10,Region_1,Asset_Type_1,2022-03-04,65
Source_3,Region_2,Asset_Type_2,2023-02-18,38
Source_1,Region_2,Asset_Type_2,2023-01-03,82
Source_6,Region_2,Asset_Type_1,2022-02-07,26
Source_6,Region_2,Asset_Type_3,2023-01-21,38
Source_10,Region_2,Asset_Type_1,2023-06-16,64
Source_9,Region_4,Asset_Type_2,2022-04-12,91
Source_2,Region_3,Asset_Type_2,2023-01-31,38
Source_4,Region_2,Asset_Type_1,2023-02-12,62
Source_10,Region_2,Asset_Type_1,2022-07-22,33
Source_4,Region_4,Asset_Type_3,2023-07-16,36
Source_8,Region_3,Asset_Type_2,2022-04-21,3
Source_3,Region_1,Asset_Type_3,2022-11-08,10
Source_1,Region_3,Asset_Type_3,2022-12-08,65
Source_7,Region_3,Asset_Type_3,2021-11-14,62
Source_2,Region_5,Asset_Type_1,2023-01-02,45
Source_3,Region_1,Asset_Type_2,2023-05-04,66
Source_4,Region_4,Asset_Type_3,2023-05-09,52
Source_6,Region_2,Asset_Type_3,2023-09-01,43
Source_3,Region_1,Asset_Type_2,2023-08-05,81
Source_1,Region_1,Asset_Type_3,2023-08-10,90
Source_10,Region_1,Asset_Type_3,2023-03-11,69
Source_3,Region_1,Asset_Type_1,2023-08-03,53
Source_9,Region_4,Asset_Type_3,2023-06-08,71
Source_1,Region_3,Asset_Type_3,2022-01-08,84
Source_7,Region_2,Asset_Type_1,2022-03-04,42
Source_4,Region_1,Asset_Type_2,2023-01-05,94
Source_6,Region_2,Asset_Type_3,2023-08-30,68
Source_8,Region_4,Asset_Type_3,2023-04-20,14
Source_5,Region_5,Asset_Type_3,2022-04-16,88
Source_7,Region_2,Asset_Type_1,2022-02-17,83
Source_7,Region_2,Asset_Type_1,2023-03-07,6
Source_6,Region_5,Asset_Type_3,2022-05-28,1
Source_8,Region_1,Asset_Type_2,2022-10-20,20
Source_3,Region_1,Asset_Type_3,2023-05-01,12
Source_8,Region_5,Asset_Type_2,2022-12-21,28
Source_2,Region_3,Asset_Type_3,2023-06-30,45
Source_7,Region_1,Asset_Type_1,2023-07-09,26
Source_6,Region_3,Asset_Type_1,2023-01-22,11
Source_5,Region_2,Asset_Type_3,2022-02-06,59
Source_8,Region_4,Asset_Type_2,2023-01-02,4
Source_9,Region_3,Asset_Type_2,2022-04-15,70
Source_5,Region_3,Asset_Type_3,2022-10-02,17
Source_4,Region_5,Asset_Type_2,2023-02-15,4
Source_10,Region_4,Asset_Type_2,2021-12-26,9
Source_5,Region_2,Asset_Type_2,2023-06-27,80
Source_2,Region_2,Asset_Type_1,2023-01-07,81
Source_1,Region_4,Asset_Type_2,2023-08-25,50
Source_3,Region_1,Asset_Type_2,2022-03-18,33
Source_1,Region_3,Asset_Type_1,2021-12-04,93
Source_2,Region_1,Asset_Type_1,2023-04-11,80
Source_4,Region_1,Asset_Type_1,2023-01-11,68
Source_4,Region_1,Asset_Type_2,2021-12-30,82
Source_6,Region_5,Asset_Type_2,2021-12-14,43
Source_8,Region_5,Asset_Type_2,2022-11-07,56
Source_9,Region_5,Asset_Type_1,2023-01-04,100
